state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
West Virginia,2020-03-17,-11,1,0,,,,,,
West Virginia,2020-03-18,-10,2,0,,,,,,
West Virginia,2020-03-19,-9,5,0,,,,,,
West Virginia,2020-03-20,-8,8,0,,,,,,
West Virginia,2020-03-21,-7,12,0,,,,,,
West Virginia,2020-03-22,-6,16,0,,,,,,
West Virginia,2020-03-23,-5,16,0,,,,,,
West Virginia,2020-03-24,-4,39,0,,,,,,
West Virginia,2020-03-25,-3,51,0,,,,,,
West Virginia,2020-03-26,-2,76,0,,,,,,
West Virginia,2020-03-27,-1,96,0,,,,,,
West Virginia,2020-03-28,0,113,0,,,,,,
West Virginia,2020-03-29,1,124,1,,,,,,
West Virginia,2020-03-30,2,145,1,,,,,,
West Virginia,2020-03-31,3,162,1,,,,,,
West Virginia,2020-04-01,4,191,1,,,,,,
West Virginia,2020-04-02,5,217,2,,,,,,
West Virginia,2020-04-03,6,242,2,,,,,,
West Virginia,2020-04-04,7,282,2,,,,,,
West Virginia,2020-04-05,8,325,3,,,,,,
West Virginia,2020-04-06,9,347,4,,,,,,
West Virginia,2020-04-07,10,413,4,,,,,,
West Virginia,2020-04-08,11,483,4,,,,,,
West Virginia,2020-04-09,12,524,5,,,,,,
West Virginia,2020-04-10,13,537,5,,,,,,
West Virginia,2020-04-11,14,593,6,,,,,,
West Virginia,2020-04-12,15,615,8,,,,,,
West Virginia,2020-04-13,16,638,9,,,,,,
