state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
New Jersey,2020-03-04,-12,1,0,,,,,,
New Jersey,2020-03-05,-11,2,0,,,,,,
New Jersey,2020-03-06,-10,4,0,,,,,,
New Jersey,2020-03-07,-9,4,0,,,,,,
New Jersey,2020-03-08,-8,6,0,,,,,,
New Jersey,2020-03-09,-7,11,0,,,,,,
New Jersey,2020-03-10,-6,15,1,,,,,,
New Jersey,2020-03-11,-5,23,1,,,,,,
New Jersey,2020-03-12,-4,29,1,,,,,,
New Jersey,2020-03-13,-3,50,1,,,,,,
New Jersey,2020-03-14,-2,75,2,,,,,,
New Jersey,2020-03-15,-1,98,2,,,,,,
New Jersey,2020-03-16,0,176,3,,,,,,
New Jersey,2020-03-17,1,268,3,,,,,,
New Jersey,2020-03-18,2,427,5,,,,,,
New Jersey,2020-03-19,3,735,9,,,,,,
New Jersey,2020-03-20,4,896,11,,,,,,
New Jersey,2020-03-21,5,1336,16,,,,,,
New Jersey,2020-03-22,6,1914,20,,,,,,
New Jersey,2020-03-23,7,2844,27,,,,,,
New Jersey,2020-03-24,8,3675,51,,,,,,
New Jersey,2020-03-25,9,4402,69,,,,,,
New Jersey,2020-03-26,10,6876,89,,,,,,
New Jersey,2020-03-27,11,8825,115,,,,,,
New Jersey,2020-03-28,12,11124,147,,,,,,
New Jersey,2020-03-29,13,13386,161,,,,,,
New Jersey,2020-03-30,14,16636,206,,,,,,
New Jersey,2020-03-31,15,18696,274,,,,,,
New Jersey,2020-04-01,16,22255,362,,,,,,
New Jersey,2020-04-02,17,25590,539,,,,,,
New Jersey,2020-04-03,18,29895,647,,,,,,
New Jersey,2020-04-04,19,34124,847,,,,,,
New Jersey,2020-04-05,20,37505,917,,,,,,
New Jersey,2020-04-06,21,41090,1005,,,,,,
New Jersey,2020-04-07,22,44416,1233,,,,,,
New Jersey,2020-04-08,23,47437,1504,,,,,,
New Jersey,2020-04-09,24,51027,1706,,,,,,
New Jersey,2020-04-10,25,54588,1932,,,,,,
New Jersey,2020-04-11,26,58151,2183,,,,,,
New Jersey,2020-04-12,27,61850,2350,,,,,,
New Jersey,2020-04-13,28,64584,2443,,,,,,
