country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
US,Missouri,2020-03-07,-15,1,0,,,,,,
US,Missouri,2020-03-08,-14,1,0,,,,,,
US,Missouri,2020-03-09,-13,1,0,,,,,,
US,Missouri,2020-03-10,-12,1,0,,,,,,
US,Missouri,2020-03-11,-11,1,0,,,,,,
US,Missouri,2020-03-12,-10,2,0,,,,,,
US,Missouri,2020-03-13,-9,4,0,,,,,,
US,Missouri,2020-03-14,-8,5,0,,,,,,
US,Missouri,2020-03-15,-7,5,0,,,,,,
US,Missouri,2020-03-16,-6,9,0,,,,,,
US,Missouri,2020-03-17,-5,16,0,,,,,,
US,Missouri,2020-03-18,-4,21,1,,,,,,
US,Missouri,2020-03-19,-3,35,1,,,,,,
US,Missouri,2020-03-20,-2,73,3,,,,,,
US,Missouri,2020-03-21,-1,93,3,,,,,,
US,Missouri,2020-03-22,0,130,3,,,,,,
US,Missouri,2020-03-23,1,183,4,,,,,,
US,Missouri,2020-03-24,2,287,5,,,,,,
US,Missouri,2020-03-25,3,384,8,,,,,,
US,Missouri,2020-03-26,4,518,8,,,,,,
US,Missouri,2020-03-27,5,673,9,,,,,,
US,Missouri,2020-03-28,6,840,11,,,,,,
US,Missouri,2020-03-29,7,905,12,,,,,,
US,Missouri,2020-03-30,8,1051,13,,,,,,
US,Missouri,2020-03-31,9,1351,15,,,,,,
US,Missouri,2020-04-01,10,1430,21,,,,,,
US,Missouri,2020-04-02,11,1835,28,,,,,,
US,Missouri,2020-04-03,12,2113,36,,,,,,
US,Missouri,2020-04-04,13,2285,44,,,,,,
US,Missouri,2020-04-05,14,2365,52,,,,,,
US,Missouri,2020-04-06,15,2721,56,,,,,,
US,Missouri,2020-04-07,16,3035,80,,,,,,
US,Missouri,2020-04-08,17,3325,86,,,,,,
US,Missouri,2020-04-09,18,3538,94,,,,,,
US,Missouri,2020-04-10,19,3795,105,,,,,,
US,Missouri,2020-04-11,20,4021,116,,,,,,
US,Missouri,2020-04-12,21,4156,116,,,,,,
US,Missouri,2020-04-13,22,4389,137,,,,,,
