"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-03-31",918,584,110,138,5,25
"Alabama","2020-04-01",1035,638,122,155,6,27
"Alabama","2020-04-02",1154,689,134,173,7,30
"Alabama","2020-04-03",1276,738,146,191,9,32
"Alabama","2020-04-04",1399,784,157,210,10,35
"Alabama","2020-04-05",1524,826,168,229,11,37
"Alabama","2020-04-06",1648,865,178,247,13,39
"Alabama","2020-04-07",1772,899,188,266,14,41
"Alabama","2020-04-08",1896,930,197,284,16,42
"Alabama","2020-04-09",2017,956,206,303,17,44
"Alabama","2020-04-10",2137,979,214,321,19,45
"Alabama","2020-04-11",2255,997,221,338,20,46
"Alabama","2020-04-12",2369,1010,227,355,22,47
"Alabama","2020-04-13",2481,1020,233,372,24,48
"Alabama","2020-04-14",2589,1026,238,388,25,49
"Alabama","2020-04-15",2694,1028,242,404,27,49
"Alabama","2020-04-16",2795,1027,246,419,29,49
"Alabama","2020-04-17",2892,1022,248,434,31,50
"Alabama","2020-04-18",2985,1015,251,448,32,49
"Alabama","2020-04-19",3074,1004,252,461,34,49
"Alabama","2020-04-20",3159,991,253,474,36,49
"Alabama","2020-04-21",3240,975,253,486,37,49
"Alabama","2020-04-22",3317,958,252,498,39,48
"Alabama","2020-04-23",3390,938,251,508,40,47
"Alabama","2020-04-24",3459,917,249,519,42,47
"Alabama","2020-04-25",3524,895,247,529,43,46
"Alabama","2020-04-26",3586,871,245,538,45,45
"Alabama","2020-04-27",3644,846,242,547,46,44
"Alabama","2020-04-28",3699,821,239,555,48,43
"Alabama","2020-04-29",3750,795,235,563,49,42
"Alabama","2020-04-30",3798,769,231,570,50,41
"Alabama","2020-05-01",3843,742,227,576,51,40
"Alabama","2020-05-02",3885,715,222,583,53,38
"Alabama","2020-05-03",3925,688,218,589,54,37
"Alabama","2020-05-04",3961,661,213,594,55,36
"Alabama","2020-05-05",3996,635,208,599,56,35
"Alabama","2020-05-06",4027,609,203,604,57,33
"Alabama","2020-05-07",4057,583,198,609,58,32
"Alabama","2020-05-08",4084,558,193,613,59,31
"Alabama","2020-05-09",4110,533,187,616,60,30
"Alabama","2020-05-10",4133,509,182,620,61,29
"Alabama","2020-05-11",4155,485,177,623,62,27
"Alabama","2020-05-12",4175,463,171,626,62,26
"Alabama","2020-05-13",4194,440,166,629,63,25
"Alabama","2020-05-14",4211,419,161,632,64,24
