"Continent","Country","Province","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Asia","Afghanistan","None","2020-04-23",1120,513,93,164,41,19
"Asia","Afghanistan","None","2020-04-24",1156,516,94,170,44,19
"Asia","Afghanistan","None","2020-04-25",1191,518,94,175,46,19
"Asia","Afghanistan","None","2020-04-26",1225,519,95,180,48,19
"Asia","Afghanistan","None","2020-04-27",1258,519,96,185,50,19
"Asia","Afghanistan","None","2020-04-28",1291,518,96,190,53,19
"Asia","Afghanistan","None","2020-04-29",1322,517,96,195,55,19
"Asia","Afghanistan","None","2020-04-30",1352,514,96,199,57,18
"Asia","Afghanistan","None","2020-05-01",1382,511,96,204,59,18
"Asia","Afghanistan","None","2020-05-02",1410,507,96,208,62,18
"Asia","Afghanistan","None","2020-05-03",1438,502,96,212,64,18
"Asia","Afghanistan","None","2020-05-04",1464,496,95,216,66,18
"Asia","Afghanistan","None","2020-05-05",1490,490,95,220,68,17
"Asia","Afghanistan","None","2020-05-06",1514,484,94,224,71,17
"Asia","Afghanistan","None","2020-05-07",1538,477,93,227,73,17
"Asia","Afghanistan","None","2020-05-08",1560,469,92,230,75,17
"Asia","Afghanistan","None","2020-05-09",1582,461,91,234,77,16
"Asia","Afghanistan","None","2020-05-10",1602,453,90,237,79,16
"Asia","Afghanistan","None","2020-05-11",1622,444,89,240,81,16
"Asia","Afghanistan","None","2020-05-12",1641,435,87,243,83,15
"Asia","Afghanistan","None","2020-05-13",1659,426,86,245,85,15
"Asia","Afghanistan","None","2020-05-14",1677,416,85,248,87,15
"Asia","Afghanistan","None","2020-05-15",1693,406,83,250,89,14
"Asia","Afghanistan","None","2020-05-16",1709,397,82,253,91,14
"Asia","Afghanistan","None","2020-05-17",1723,387,80,255,93,14
"Asia","Afghanistan","None","2020-05-18",1738,377,79,257,94,13
"Asia","Afghanistan","None","2020-05-19",1751,366,77,259,96,13
"Asia","Afghanistan","None","2020-05-20",1764,356,75,261,98,12
"Asia","Afghanistan","None","2020-05-21",1776,346,74,263,99,12
"Asia","Afghanistan","None","2020-05-22",1787,336,72,264,101,12
"Asia","Afghanistan","None","2020-05-23",1798,326,70,266,103,11
"Asia","Afghanistan","None","2020-05-24",1808,316,69,268,104,11
"Asia","Afghanistan","None","2020-05-25",1818,306,67,269,106,11
"Asia","Afghanistan","None","2020-05-26",1827,296,65,270,107,10
"Asia","Afghanistan","None","2020-05-27",1836,286,64,272,108,10
"Asia","Afghanistan","None","2020-05-28",1844,277,62,273,110,9
"Asia","Afghanistan","None","2020-05-29",1852,267,60,274,111,9
"Asia","Afghanistan","None","2020-05-30",1859,258,58,275,112,9
"Asia","Afghanistan","None","2020-05-31",1866,249,57,276,114,8
"Asia","Afghanistan","None","2020-06-01",1872,240,55,277,115,8
"Asia","Afghanistan","None","2020-06-02",1878,231,53,278,116,8
"Asia","Afghanistan","None","2020-06-03",1884,223,52,279,117,8
"Asia","Afghanistan","None","2020-06-04",1889,214,50,280,118,7
"Asia","Afghanistan","None","2020-06-05",1894,206,49,281,119,7
"Asia","Afghanistan","None","2020-06-06",1899,198,47,281,120,7
"Asia","Afghanistan","None","2020-06-07",1903,190,46,282,121,6
"Asia","Afghanistan","None","2020-06-08",1907,182,44,282,122,6
"Asia","Afghanistan","None","2020-06-09",1911,175,43,283,123,6
"Asia","Afghanistan","None","2020-06-10",1914,168,41,284,124,6
"Asia","Afghanistan","None","2020-06-11",1918,161,40,284,125,5
"Asia","Afghanistan","None","2020-06-12",1921,154,39,285,126,5
