Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-03-07,203,101,15,15,17,4,203.0,17.0,203,17,203,17
None,None,None,2020-03-08,473,366,55,56,20,13,371.0,20.0,473,20,473,20
None,None,None,2020-03-09,769,638,96,100,28,24,438.0,23.0,769,28,769,28
None,None,None,2020-03-10,1177,1009,153,161,40,38,540.0,27.0,1177,40,1177,40
None,None,None,2020-03-11,1714,1488,227,241,59,55,779.0,29.0,1714,59,1714,59
None,None,None,2020-03-12,2535,2218,338,365,83,83,1220.0,35.0,2535,83,2535,83
None,None,None,2020-03-13,3474,3015,462,506,117,112,1452.0,43.0,3474,117,3474,117
None,None,None,2020-03-14,4797,4128,636,703,163,153,2020.0,53.0,4797,163,4797,163
None,None,None,2020-03-15,6373,5420,839,939,223,201,2294.0,64.0,6373,223,6373,223
None,None,None,2020-03-16,8874,7485,1160,1305,313,280,3540.0,96.0,8874,313,8874,313
None,None,None,2020-03-17,13395,11411,1768,1983,423,425,5082.0,127.0,13395,423,13395,423
None,None,None,2020-03-18,18860,16003,2487,2803,570,596,7391.0,183.0,18860,570,18860,570
None,None,None,2020-03-19,25974,21881,3407,3864,769,816,11792.0,253.0,25974,769,25974,769
None,None,None,2020-03-20,34549,28775,4495,5140,1029,1072,18406.0,352.0,34549,1029,34549,1029
None,None,None,2020-03-21,44522,36579,5739,6632,1357,1362,24688.0,459.0,44522,1357,44522,1357
None,None,None,2020-03-22,55804,45131,7109,8317,1753,1679,33464.0,568.0,55804,1753,55804,1753
None,None,None,2020-03-23,68988,55001,8696,10292,2221,2046,44766.0,763.0,68988,2221,68988,2221
None,None,None,2020-03-24,83311,65268,10364,12428,2787,2420,55569.0,1008.0,83311,2787,83311,2787
None,None,None,2020-03-25,98644,75913,12109,14724,3422,2816,67684.0,1325.0,98644,3422,98644,3422
None,None,None,2020-03-26,115169,87032,13946,17204,4145,3223,84907.0,1723.0,115169,4145,115169,4145
None,None,None,2020-03-27,132928,98613,15876,19864,4959,3652,103177.0,2224.0,132928,4959,132928,4959
None,None,None,2020-03-28,151638,110362,17856,22669,5859,4083,123579.0,2873.0,151638,5859,151638,5859
None,None,None,2020-03-29,171465,122449,19896,25644,6846,4520,143442.0,3469.0,171465,6846,171465,6846
None,None,None,2020-03-30,192530,134933,22024,28797,7922,4979,164874.0,4150.0,192530,7922,192530,7922
None,None,None,2020-03-31,214538,147535,24190,32101,9087,5442,190341.0,5178.0,214538,9087,214538,9087
None,None,None,2020-04-01,237457,160209,26388,35539,10330,5906,215704.0,6327.0,237457,10330,237457,10330
None,None,None,2020-04-02,261337,172994,28625,39119,11657,6369,245838.0,7804.0,261337,11657,261337,11657
None,None,None,2020-04-03,286134,185839,30880,42838,13056,6838,277908.0,9239.0,286134,13056,286134,13056
None,None,None,2020-04-04,311790,198689,33161,46684,14537,7301,311462.0,10771.0,311790,14537,311790,14537
None,None,None,2020-04-05,338239,211487,35449,50657,16088,7763,339182.0,12359.0,338239,16088,338239,16088
None,None,None,2020-04-06,365405,224164,37736,54731,17701,8224,369209.0,14109.0,365405,17701,365405,17701
None,None,None,2020-04-07,393253,236679,40015,58906,19376,8680,398411.0,16603.0,393253,19376,393253,19376
None,None,None,2020-04-08,421716,249000,42279,63176,21112,9120,430660.0,18677.0,421716,21112,421716,21112
None,None,None,2020-04-09,450732,261085,44520,67530,22896,9554,465710.0,20841.0,450732,22896,450732,22896
None,None,None,2020-04-10,480238,272871,46724,71955,24730,9976,498645.0,22996.0,480238,24730,480238,24730
None,None,None,2020-04-11,510171,284332,48896,76447,26605,10385,528699.0,25237.0,510171,26605,510171,26605
None,None,None,2020-04-12,540446,295397,51011,80989,28522,10784,557826.0,27100.0,540446,28522,540446,28522
None,None,None,2020-04-13,570996,306040,53073,85570,30466,11159,582167.0,29059.0,570996,30466,570996,30466
None,None,None,2020-04-14,601780,316237,55076,90185,32438,11525,608452.0,31544.0,601780,32438,601780,32438
None,None,None,2020-04-15,632738,325970,57015,94835,34438,11860,638395.0,33957.0,632738,34438,632738,34438
None,None,None,2020-04-16,663830,335228,58886,99493,36448,12190,670942.0,36229.0,663830,36448,663830,36448
None,None,None,2020-04-17,695006,344006,60677,104169,38476,12499,702469.0,38236.0,695006,38476,695006,38476
None,None,None,2020-04-18,726201,352257,62401,108851,40512,12782,732213.0,40146.0,726201,40512,726201,40512
None,None,None,2020-04-19,757374,359975,64041,113530,42552,13057,760998.0,41926.0,757374,42552,757374,42552
None,None,None,2020-04-20,788494,367165,65597,118194,44597,13303,787558.0,44354.0,788494,44597,788494,44597
None,None,None,2020-04-21,819506,373830,67073,122845,46634,13534,813409.0,46985.0,819506,46634,819506,46634
None,None,None,2020-04-22,850380,379953,68459,127478,48666,13743,842324.0,49011.0,850380,48666,850380,48666
None,None,None,2020-04-23,881080,385547,69765,132085,50689,13933,873460.0,51576.0,881080,50689,881080,50689
None,None,None,2020-04-24,911574,390600,70978,136657,52701,14101,907010.0,53744.0,911574,52701,911574,52701
None,None,None,2020-04-25,941822,395122,72106,141195,54694,14250,940980.0,55473.0,941822,54694,941822,54694
None,None,None,2020-04-26,971827,399146,73148,145695,56667,14380,969082.0,56778.0,971827,56667,971827,56667
None,None,None,2020-04-27,1001562,402671,74108,150155,58620,14496,993210.0,58434.0,1001562,58620,1001562,58620
None,None,None,2020-04-28,1030996,405707,74976,154569,60553,14591,1016319.0,60606.0,1030996,60553,1030996,60553
None,None,None,2020-04-29,1060125,408279,75769,158942,62459,14671,1044084.0,63056.0,1060125,62459,1060125,62459
None,None,None,2020-04-30,1088916,410387,76478,163256,64331,14732,1072763.0,65393.0,1088916,64331,1088916,64331
None,None,None,2020-05-01,1117358,412045,77110,167529,66183,14776,1106166.0,67379.0,1117358,66183,1117358,66183
None,None,None,2020-05-02,1145449,413281,77665,171741,68006,14808,1135356.0,69016.0,1145449,68006,1145449,68006
None,None,None,2020-05-03,1173198,414131,78143,175898,69797,14822,1162366.0,70286.0,1173198,69797,1173198,69797
None,None,None,2020-05-04,1200587,414600,78549,180009,71553,14826,1186335.0,71629.0,1200587,71553,1200587,71553
None,None,None,2020-05-05,1227609,414714,78885,184065,73275,14817,1208947.0,73960.0,1227609,73275,1227609,73275
None,None,None,2020-05-06,1254267,414484,79163,188058,74969,14796,1233536.0,76152.0,1254267,74969,1254267,74969
None,None,None,2020-05-07,1280539,413913,79375,192001,76621,14760,1262493.0,78040.0,1280539,76621,1280539,76621
None,None,None,2020-05-08,1306434,413035,79517,195884,78248,14714,1287909.0,79815.0,1306434,78248,1306434,78248
None,None,None,2020-05-09,1331974,411894,79606,199715,79834,14659,1313131.0,81298.0,1331974,79834,1331974,79834
None,None,None,2020-05-10,1357168,410503,79641,203496,81389,14595,1333939.0,82399.0,1357168,81389,1357168,81389
None,None,None,2020-05-11,1382010,408891,79632,207223,82908,14526,1352565.0,83427.0,1382010,82908,1382010,82908
None,None,None,2020-05-12,1406506,407056,79573,210896,84390,14446,1375203.0,85026.0,1406506,84390,1406506,84390
None,None,None,2020-05-13,1430661,405026,79468,214519,85835,14362,1395630.0,86786.0,1430661,85835,1430661,85835
None,None,None,2020-05-14,1454448,402788,79320,218088,87252,14269,1422109.0,88405.0,1454448,87252,1454448,87252
None,None,None,2020-05-15,1477913,400388,79135,221604,88637,14172,1447677.0,90094.0,1477913,88637,1477913,88637
None,None,None,2020-05-16,1501074,397863,78912,225081,89979,14069,1471556.0,91378.0,1501074,89979,1501074,89979
None,None,None,2020-05-17,1523943,395237,78659,228514,91294,13965,1492038.0,92299.0,1523943,91294,1523943,91294
None,None,None,2020-05-18,1546534,392519,78382,231904,92578,13857,1513229.0,93577.0,1546534,92578,1546534,92578
None,None,None,2020-05-19,1568836,389721,78077,235246,93826,13750,1533569.0,94992.0,1568836,93826,1568836,93826
None,None,None,2020-05-20,1590864,386834,77748,238549,95044,13636,1557261.0,96446.0,1590864,95044,1590864,95044
None,None,None,2020-05-21,1612624,383885,77397,241815,96231,13522,1582809.0,97640.0,1612624,96231,1612624,96231
None,None,None,2020-05-22,1634153,380905,77026,245043,97389,13407,1605539.0,98850.0,1634153,97389,1634153,97389
None,None,None,2020-05-23,1655466,377922,76643,248243,98524,13293,1628040.0,99939.0,1655466,98524,1655466,98524
None,None,None,2020-05-24,1676583,374948,76257,251406,99622,13176,1650400.0,100664.0,1676583,99622,1676583,99622
None,None,None,2020-05-25,1697511,372000,75861,254548,100695,13065,1667390.0,101280.0,1697511,100695,1697511,100695
None,None,None,2020-05-26,1718261,369068,75459,257661,101742,12951,1685643.0,102000.0,1718261,101742,1718261,101742
None,None,None,2020-05-27,1738852,366175,75052,260746,102764,12843,1705658.0,103397.0,1738852,102764,1738852,102764
None,None,None,2020-05-28,1759311,363343,74645,263820,103750,12735,1728868.0,104530.0,1759311,103750,1759311,103750
None,None,None,2020-05-29,1779664,360602,74241,266871,104725,12629,1751879.0,105654.0,1779664,104725,1779664,104725
None,None,None,2020-05-30,1799944,357971,73851,269912,105669,12536,1775883.0,106646.0,1799944,105669,1799944,105669
None,None,None,2020-05-31,1820160,355451,73467,272947,106595,12441,1796166.0,107431.0,1820160,106595,1820160,106595
None,None,None,2020-06-01,1840354,353074,73102,275976,107497,12354,1813478.0,108083.0,1840354,107497,1840354,107497
None,None,None,2020-06-02,1860530,350848,72752,279002,108376,12269,1834373.0,109162.0,1860530,108376,1860530,108376
None,None,None,2020-06-03,1880732,348783,72422,282031,109231,12189,1855540.0,110278.0,1880732,109231,1880732,109231
None,None,None,2020-06-04,1900986,346909,72115,285067,110074,12125,1876768.0,111302.0,1900986,110074,1900986,110074
None,None,None,2020-06-05,1921334,345254,71835,288125,110901,12063,1899940.0,112128.0,1921334,110901,1921334,110901
None,None,None,2020-06-06,1941838,343841,71596,291196,111698,12011,1922497.0,112832.0,1941838,111698,1941838,111698
None,None,None,2020-06-07,1962531,342732,71398,294299,112491,11970,1940823.0,113347.0,1962531,112491,1962531,112491
None,None,None,2020-06-08,1983461,341916,71238,297440,113260,11940,1958722.0,113948.0,1983461,113260,1983461,113260
None,None,None,2020-06-09,2004666,341431,71134,300622,114019,11922,1978039.0,114842.0,2004666,114019,2004666,114019
None,None,None,2020-06-10,2026216,341309,71085,303856,114759,11923,1998888.0,115687.0,2026216,114759,2026216,114759
None,None,None,2020-06-11,2048166,341589,71095,307144,115489,11933,2021489.0,116541.0,2048166,115489,2048166,115489
None,None,None,2020-06-12,2070619,342337,71181,310514,116200,11964,2044871.0,117351.0,2070619,116200,2070619,116200
None,None,None,2020-06-13,2093673,343633,71356,313970,116906,12011,2070060.0,118032.0,2093673,116906,2093673,116906
None,None,None,2020-06-14,2117404,345507,71620,317530,117602,12079,2090825.0,118442.0,2117404,117602,2117404,117602
None,None,None,2020-06-15,2141893,348005,71990,321201,118288,12176,2111463.0,118891.0,2141893,118288,2141893,118288
None,None,None,2020-06-16,2167232,351175,72462,325006,118963,12293,2136578.0,119688.0,2167232,118963,2167232,118963
None,None,None,2020-06-17,2193530,355069,73053,328954,119638,12442,2161492.0,120420.0,2193530,119638,2193530,119638
None,None,None,2020-06-18,2220872,359744,73775,333051,120300,12617,2189818.0,121078.0,2220872,120300,2220872,120300
None,None,None,2020-06-19,2249344,365219,74634,337323,120962,12822,2220487.0,121728.0,2249344,120962,2249344,120962
None,None,None,2020-06-20,2279016,371520,75627,341776,121620,13054,2253824.0,122335.0,2279016,121620,2279016,121620
None,None,None,2020-06-21,2309918,378630,76759,346407,122276,13319,2284459.0,122659.0,2309918,122276,2309918,122276
