"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-10",2765,1284,273,415,68,58
"Alabama","2020-04-11",2930,1317,283,439,75,60
"Alabama","2020-04-12",3093,1345,293,464,81,61
"Alabama","2020-04-13",3254,1368,302,488,87,63
"Alabama","2020-04-14",3412,1387,310,512,94,64
"Alabama","2020-04-15",3566,1400,317,535,101,65
"Alabama","2020-04-16",3716,1409,323,557,107,66
"Alabama","2020-04-17",3863,1413,329,579,114,66
"Alabama","2020-04-18",4005,1413,333,601,121,67
"Alabama","2020-04-19",4142,1409,337,621,128,67
"Alabama","2020-04-20",4275,1401,339,641,134,67
"Alabama","2020-04-21",4402,1390,341,660,141,67
"Alabama","2020-04-22",4525,1375,342,679,148,66
"Alabama","2020-04-23",4643,1357,342,696,154,66
"Alabama","2020-04-24",4756,1336,342,713,160,65
"Alabama","2020-04-25",4863,1313,341,729,167,65
"Alabama","2020-04-26",4966,1287,339,745,173,64
"Alabama","2020-04-27",5064,1259,336,760,179,63
"Alabama","2020-04-28",5156,1230,333,773,185,62
"Alabama","2020-04-29",5245,1199,329,787,191,60
"Alabama","2020-04-30",5328,1167,325,799,196,59
"Alabama","2020-05-01",5407,1134,321,811,202,58
"Alabama","2020-05-02",5482,1100,316,822,207,56
"Alabama","2020-05-03",5552,1065,310,833,212,55
"Alabama","2020-05-04",5618,1030,304,843,217,53
"Alabama","2020-05-05",5680,995,298,852,222,52
"Alabama","2020-05-06",5739,960,292,861,227,50
"Alabama","2020-05-07",5794,925,286,869,231,49
"Alabama","2020-05-08",5845,889,279,877,236,47
"Alabama","2020-05-09",5893,855,272,884,240,45
"Alabama","2020-05-10",5938,820,265,891,244,44
"Alabama","2020-05-11",5980,786,258,897,248,42
"Alabama","2020-05-12",6020,753,251,903,251,41
"Alabama","2020-05-13",6056,721,244,908,255,39
"Alabama","2020-05-14",6090,689,237,914,258,37
"Alabama","2020-05-15",6122,658,230,918,261,36
"Alabama","2020-05-16",6151,628,223,923,264,34
"Alabama","2020-05-17",6179,598,215,927,267,33
"Alabama","2020-05-18",6204,570,208,931,270,31
"Alabama","2020-05-19",6228,542,202,934,273,30
"Alabama","2020-05-20",6250,516,195,937,275,29
"Alabama","2020-05-21",6270,490,188,940,278,27
"Alabama","2020-05-22",6288,466,181,943,280,26
"Alabama","2020-05-23",6306,442,175,946,282,25
"Alabama","2020-05-24",6321,419,169,948,284,24
"Alabama","2020-05-25",6336,397,162,950,286,23
"Alabama","2020-05-26",6350,377,156,952,288,21
"Alabama","2020-05-27",6362,357,150,954,290,20
"Alabama","2020-05-28",6374,337,144,956,291,19
"Alabama","2020-05-29",6384,319,139,958,293,18
"Alabama","2020-05-30",6394,302,133,959,294,17
"Alabama","2020-05-31",6403,285,128,960,296,16
"Alabama","2020-06-01",6411,270,123,962,297,16
"Alabama","2020-06-02",6419,255,118,963,298,15
"Alabama","2020-06-03",6425,240,113,964,300,14
"Alabama","2020-06-04",6432,227,108,965,301,13
"Alabama","2020-06-05",6438,214,104,966,302,12
"Alabama","2020-06-06",6443,202,99,966,303,12
"Alabama","2020-06-07",6448,190,95,967,304,11
"Alabama","2020-06-08",6452,179,91,968,305,10
"Alabama","2020-06-09",6456,169,87,968,305,10
"Alabama","2020-06-10",6460,159,83,969,306,9
"Alabama","2020-06-11",6463,150,80,970,307,9
"Alabama","2020-06-12",6467,141,76,970,308,8
"Alabama","2020-06-13",6469,133,73,970,308,8
"Alabama","2020-06-14",6472,125,70,971,309,7
"Alaska","2020-04-10",243,105,23,35,6,5
"Alaska","2020-04-11",254,105,23,37,6,5
"Alaska","2020-04-12",265,105,24,38,7,5
"Alaska","2020-04-13",275,105,24,40,7,5
"Alaska","2020-04-14",285,104,25,41,7,5
"Alaska","2020-04-15",295,104,25,43,8,5
"Alaska","2020-04-16",304,102,25,44,8,5
"Alaska","2020-04-17",313,101,25,45,9,5
"Alaska","2020-04-18",321,99,25,46,9,5
"Alaska","2020-04-19",329,98,25,48,9,5
"Alaska","2020-04-20",336,95,25,49,10,5
"Alaska","2020-04-21",343,93,25,50,10,5
"Alaska","2020-04-22",350,91,24,51,10,5
"Alaska","2020-04-23",356,88,24,52,11,4
"Alaska","2020-04-24",362,86,24,53,11,4
"Alaska","2020-04-25",368,83,23,54,11,4
"Alaska","2020-04-26",373,81,23,54,12,4
"Alaska","2020-04-27",378,78,23,55,12,4
"Alaska","2020-04-28",383,75,22,56,12,4
"Alaska","2020-04-29",387,72,22,56,13,4
"Alaska","2020-04-30",391,69,21,57,13,4
"Alaska","2020-05-01",395,67,21,58,13,4
"Alaska","2020-05-02",398,64,20,58,13,3
"Alaska","2020-05-03",401,61,20,59,14,3
"Alaska","2020-05-04",404,59,19,59,14,3
"Alaska","2020-05-05",407,56,19,59,14,3
"Alaska","2020-05-06",410,53,18,60,14,3
"Alaska","2020-05-07",412,51,18,60,14,3
"Alaska","2020-05-08",414,48,17,60,15,3
"Alaska","2020-05-09",416,46,17,61,15,3
"Alaska","2020-05-10",418,44,16,61,15,2
"Alaska","2020-05-11",420,42,15,61,15,2
"Alaska","2020-05-12",421,39,15,62,15,2
"Alaska","2020-05-13",423,37,14,62,15,2
"Alaska","2020-05-14",424,35,14,62,16,2
"Alaska","2020-05-15",425,34,13,62,16,2
"Alaska","2020-05-16",426,32,13,62,16,2
"Alaska","2020-05-17",427,30,12,62,16,2
"Alaska","2020-05-18",428,28,12,63,16,2
"Alaska","2020-05-19",429,27,11,63,16,2
"Alaska","2020-05-20",430,25,11,63,16,1
"Alaska","2020-05-21",431,24,11,63,16,1
"Alaska","2020-05-22",431,23,10,63,17,1
"Alaska","2020-05-23",432,21,10,63,17,1
"Alaska","2020-05-24",432,20,9,63,17,1
"Alaska","2020-05-25",433,19,9,63,17,1
"Alaska","2020-05-26",433,18,9,63,17,1
"Alaska","2020-05-27",434,17,8,63,17,1
"Alaska","2020-05-28",434,16,8,63,17,1
"Alaska","2020-05-29",434,15,8,64,17,1
"Alaska","2020-05-30",435,14,7,64,17,1
"Alaska","2020-05-31",435,13,7,64,17,1
"Alaska","2020-06-01",435,12,7,64,17,1
"Alaska","2020-06-02",435,12,6,64,17,1
"Alaska","2020-06-03",436,11,6,64,17,1
"Alaska","2020-06-04",436,10,6,64,17,1
"Alaska","2020-06-05",436,10,6,64,17,1
"Alaska","2020-06-06",436,9,5,64,17,1
"Alaska","2020-06-07",436,9,5,64,17,1
"Alaska","2020-06-08",436,8,5,64,17,0
"Alaska","2020-06-09",437,8,5,64,17,0
"Alaska","2020-06-10",437,7,4,64,17,0
"Alaska","2020-06-11",437,7,4,64,18,0
"Alaska","2020-06-12",437,6,4,64,18,0
"Alaska","2020-06-13",437,6,4,64,18,0
