Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-03-07,183,81,12,12,17,3
None,None,None,2020-03-08,840,716,108,111,27,27
None,None,None,2020-03-09,1527,1335,203,213,52,50
None,None,None,2020-03-10,2321,2022,308,333,88,76
None,None,None,2020-03-11,3250,2798,430,473,134,104
None,None,None,2020-03-12,4452,3796,586,653,188,142
None,None,None,2020-03-13,5769,4838,750,849,254,180
None,None,None,2020-03-14,7450,6157,959,1101,334,228
None,None,None,2020-03-15,9381,7637,1194,1390,431,284
None,None,None,2020-03-16,12222,9861,1546,1808,557,366
None,None,None,2020-03-17,17756,14593,2280,2638,714,544
None,None,None,2020-03-18,24569,20270,3167,3659,927,755
None,None,None,2020-03-19,33273,27419,4288,4957,1209,1020
None,None,None,2020-03-20,43402,35455,5558,6467,1590,1319
None,None,None,2020-03-21,55077,44449,6989,8214,2082,1652
None,None,None,2020-03-22,68173,54257,8564,10175,2645,2017
None,None,None,2020-03-23,83199,65345,10349,12426,3311,2428
None,None,None,2020-03-24,99487,76895,12227,14858,4085,2851
None,None,None,2020-03-25,116661,88633,14151,17432,4954,3286
None,None,None,2020-03-26,134783,100535,16127,20148,5919,3724
None,None,None,2020-03-27,153815,112545,18136,23007,6977,4166
None,None,None,2020-03-28,173567,124467,20158,25968,8126,4602
None,None,None,2020-03-29,194173,136457,22210,29060,9356,5040
None,None,None,2020-03-30,215724,148572,24301,32293,10664,5483
None,None,None,2020-03-31,237966,160588,26389,35623,12040,5916
None,None,None,2020-04-01,260878,172465,28484,39061,13491,6352
None,None,None,2020-04-02,284494,184258,30581,42607,15001,6780
None,None,None,2020-04-03,308795,195950,32675,46245,16572,7207
None,None,None,2020-04-04,333753,207532,34768,49991,18204,7623
None,None,None,2020-04-05,359324,218967,36858,53827,19883,8035
None,None,None,2020-04-06,385465,230222,38929,57749,21609,8439
None,None,None,2020-04-07,412114,241248,40978,61744,23374,8838
None,None,None,2020-04-08,439216,252005,43004,65811,25174,9218
None,None,None,2020-04-09,466734,262484,44992,69939,27002,9595
None,None,None,2020-04-10,494639,272671,46943,74128,28866,9961
None,None,None,2020-04-11,522902,282563,48862,78368,30749,10309
None,None,None,2020-04-12,551503,292159,50735,82653,32651,10652
None,None,None,2020-04-13,580365,301411,52571,86982,34568,10976
None,None,None,2020-04-14,609434,310286,54352,91342,36499,11290
None,None,None,2020-04-15,638650,318747,56068,95728,38432,11592
None,None,None,2020-04-16,667982,326793,57732,100129,40369,11871
None,None,None,2020-04-17,697416,334432,59331,104541,42308,12134
None,None,None,2020-04-18,726939,341700,60873,108972,44240,12389
None,None,None,2020-04-19,756528,348575,62356,113415,46171,12625
None,None,None,2020-04-20,786132,355060,63776,117848,48090,12852
None,None,None,2020-04-21,815700,361115,65131,122285,49999,13057
None,None,None,2020-04-22,845194,366734,66411,126706,51888,13249
None,None,None,2020-04-23,874581,371901,67622,131115,53767,13426
None,None,None,2020-04-24,903874,376672,68766,135510,55628,13582
None,None,None,2020-04-25,933061,381053,69838,139887,57470,13726
None,None,None,2020-04-26,962122,385058,70854,144246,59285,13864
None,None,None,2020-04-27,991026,388694,71802,148580,61077,13983
None,None,None,2020-04-28,1019750,391935,72683,152893,62847,14084
None,None,None,2020-04-29,1048256,394787,73497,157165,64589,14177
None,None,None,2020-04-30,1076549,397263,74244,161415,66304,14253
None,None,None,2020-05-01,1104634,399405,74928,165622,67993,14319
None,None,None,2020-05-02,1132493,401211,75548,169804,69651,14369
None,None,None,2020-05-03,1160113,402697,76113,173948,71285,14405
None,None,None,2020-05-04,1187490,403873,76615,178051,72884,14435
None,None,None,2020-05-05,1214601,404738,77062,182119,74457,14456
None,None,None,2020-05-06,1241437,405300,77456,186144,75994,14462
None,None,None,2020-05-07,1268020,405604,77790,190131,77507,14463
None,None,None,2020-05-08,1294341,405651,78076,194080,78981,14451
None,None,None,2020-05-09,1320388,405452,78307,197989,80436,14436
None,None,None,2020-05-10,1346157,405007,78494,201853,81849,14403
None,None,None,2020-05-11,1371644,404342,78636,205670,83234,14369
None,None,None,2020-05-12,1396853,403455,78725,209455,84589,14323
None,None,None,2020-05-13,1421784,402385,78781,213197,85921,14275
None,None,None,2020-05-14,1446458,401144,78793,216898,87218,14220
None,None,None,2020-05-15,1470868,399744,78772,220560,88483,14156
None,None,None,2020-05-16,1494999,398178,78711,224180,89725,14097
None,None,None,2020-05-17,1518865,396468,78619,227759,90934,14027
None,None,None,2020-05-18,1542458,394617,78491,231296,92114,13948
None,None,None,2020-05-19,1565779,392625,78330,234795,93268,13868
