Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-03-07,203,101,15,15,17,4
None,None,None,2020-03-08,805,654,99,106,45,24
None,None,None,2020-03-09,1473,1230,188,206,77,46
None,None,None,2020-03-10,2281,1902,293,327,111,71
None,None,None,2020-03-11,3261,2693,418,474,153,100
None,None,None,2020-03-12,4555,3733,582,669,202,139
None,None,None,2020-03-13,6004,4844,761,885,264,180
None,None,None,2020-03-14,7860,6260,987,1163,342,233
None,None,None,2020-03-15,9992,7846,1242,1483,439,292
None,None,None,2020-03-16,13071,10190,1615,1936,568,379
None,None,None,2020-03-17,18702,14839,2343,2779,759,550
None,None,None,2020-03-18,25708,20466,3229,3828,1025,761
None,None,None,2020-03-19,34362,27268,4306,5122,1365,1015
None,None,None,2020-03-20,44583,35077,5550,6646,1789,1303
None,None,None,2020-03-21,56289,43758,6949,8397,2309,1625
None,None,None,2020-03-22,69169,52969,8447,10325,2903,1967
None,None,None,2020-03-23,83851,63315,10135,12525,3570,2345
None,None,None,2020-03-24,99680,73984,11892,14886,4342,2740
None,None,None,2020-03-25,116211,84650,13670,17359,5191,3132
None,None,None,2020-03-26,133704,95536,15510,19987,6107,3530
None,None,None,2020-03-27,152160,106611,17390,22749,7092,3939
None,None,None,2020-03-28,171344,117653,19289,25626,8146,4343
None,None,None,2020-03-29,191358,128768,21222,28626,9264,4748
None,None,None,2020-03-30,212301,140034,23189,31767,10443,5155
None,None,None,2020-03-31,233901,151206,25161,35007,11677,5563
None,None,None,2020-04-01,256164,162278,27143,38349,12968,5968
None,None,None,2020-04-02,279132,173289,29120,41792,14306,6361
None,None,None,2020-04-03,302751,184221,31104,45335,15701,6751
None,None,None,2020-04-04,327004,195055,33090,48972,17144,7146
None,None,None,2020-04-05,351857,205755,35063,52701,18626,7536
None,None,None,2020-04-06,377247,216285,37029,56511,20148,7911
None,None,None,2020-04-07,403131,226611,38974,60389,21709,8279
None,None,None,2020-04-08,429470,236713,40890,64347,23306,8635
None,None,None,2020-04-09,456226,246564,42778,68359,24936,8993
None,None,None,2020-04-10,483391,256188,44640,72432,26587,9331
None,None,None,2020-04-11,510916,265544,46472,76560,28268,9667
None,None,None,2020-04-12,538747,274599,48253,80736,29972,9981
None,None,None,2020-04-13,566831,283325,50003,84948,31698,10292
None,None,None,2020-04-14,595147,291725,51699,89193,33439,10590
None,None,None,2020-04-15,623668,299797,53347,93474,35190,10872
None,None,None,2020-04-16,652367,307535,54949,97780,36953,11143
None,None,None,2020-04-17,681208,314923,56500,102103,38726,11402
None,None,None,2020-04-18,710146,321949,57993,106441,40507,11645
None,None,None,2020-04-19,739139,328591,59429,110791,42294,11877
None,None,None,2020-04-20,768181,334867,60804,115150,44079,12094
None,None,None,2020-04-21,797258,340801,62123,119508,45863,12295
None,None,None,2020-04-22,826350,346383,63389,123872,47644,12485
None,None,None,2020-04-23,855408,351594,64590,128234,49421,12662
None,None,None,2020-04-24,884400,356430,65732,132582,51196,12824
None,None,None,2020-04-25,913314,360881,66803,136917,52967,12975
None,None,None,2020-04-26,942134,364988,67821,141240,54721,13110
None,None,None,2020-04-27,970866,368767,68783,145556,56467,13236
None,None,None,2020-04-28,999488,372224,69683,149848,58196,13346
None,None,None,2020-04-29,1027972,375344,70526,154112,59912,13447
None,None,None,2020-04-30,1056283,378114,71308,158361,61622,13540
None,None,None,2020-05-01,1084413,380547,72031,162581,63306,13610
None,None,None,2020-05-02,1112357,382669,72690,166773,64980,13679
None,None,None,2020-05-03,1140106,384486,73299,170939,66631,13726
None,None,None,2020-05-04,1167666,386024,73857,175066,68264,13773
None,None,None,2020-05-05,1195011,387277,74357,179174,69875,13804
None,None,None,2020-05-06,1222132,388257,74800,183240,71470,13831
None,None,None,2020-05-07,1249021,388965,75197,187276,73038,13845
None,None,None,2020-05-08,1275675,389413,75538,191273,74586,13847
None,None,None,2020-05-09,1302083,389624,75833,195234,76111,13841
None,None,None,2020-05-10,1328243,389599,76083,199157,77616,13831
None,None,None,2020-05-11,1354155,389345,76285,203045,79093,13809
None,None,None,2020-05-12,1379818,388890,76446,206892,80551,13786
None,None,None,2020-05-13,1405221,388233,76562,210706,81980,13754
None,None,None,2020-05-14,1430364,387384,76639,214476,83387,13710
None,None,None,2020-05-15,1455250,386360,76675,218209,84768,13661
None,None,None,2020-05-16,1479881,385160,76674,221905,86122,13612
None,None,None,2020-05-17,1504247,383809,76645,225558,87455,13554
None,None,None,2020-05-18,1528364,382312,76571,229173,88761,13485
None,None,None,2020-05-19,1552232,380690,76471,232759,90045,13422
None,None,None,2020-05-20,1575854,378950,76345,236303,91298,13351
None,None,None,2020-05-21,1599240,377106,76189,239808,92533,13279
None,None,None,2020-05-22,1622379,375157,76010,243282,93740,13197
None,None,None,2020-05-23,1645280,373119,75805,246711,94924,13117
None,None,None,2020-05-24,1667958,371000,75577,250114,96079,13033
None,None,None,2020-05-25,1690406,368813,75329,253484,97217,12948
None,None,None,2020-05-26,1712655,366583,75062,256817,98330,12861
None,None,None,2020-05-27,1734691,364305,74783,260126,99419,12774
None,None,None,2020-05-28,1756545,362005,74488,263401,100486,12687
None,None,None,2020-05-29,1778212,359687,74189,266652,101534,12595
None,None,None,2020-05-30,1799705,357357,73871,269876,102554,12501
None,None,None,2020-05-31,1821033,355022,73549,273073,103557,12416
None,None,None,2020-06-01,1842209,352696,73218,276249,104535,12332
None,None,None,2020-06-02,1863244,350406,72887,279409,105495,12244
None,None,None,2020-06-03,1884162,348143,72555,282545,106436,12156
None,None,None,2020-06-04,1904980,345948,72226,285667,107365,12077
None,None,None,2020-06-05,1925712,343813,71896,288778,108274,11995
None,None,None,2020-06-06,1946377,341752,71577,291877,109163,11919
None,None,None,2020-06-07,1966988,339780,71264,294969,110034,11843
None,None,None,2020-06-08,1987577,337913,70967,298055,110891,11777
None,None,None,2020-06-09,2008165,336173,70678,301147,111741,11711
None,None,None,2020-06-10,2028786,334581,70412,304243,112574,11653
None,None,None,2020-06-11,2049497,333176,70167,307349,113396,11604
None,None,None,2020-06-12,2070347,332004,69961,310476,114205,11562
None,None,None,2020-06-13,2091401,331103,69797,313635,115006,11530
None,None,None,2020-06-14,2112747,330529,69669,316835,115803,11507
None,None,None,2020-06-15,2134447,330349,69611,320088,116597,11504
None,None,None,2020-06-16,2156611,330616,69623,323414,117385,11516
None,None,None,2020-06-17,2179340,331409,69714,326823,118180,11544
None,None,None,2020-06-18,2202749,332796,69902,330337,118973,11598
None,None,None,2020-06-19,2226951,334856,70195,333962,119777,11679
None,None,None,2020-06-20,2252073,337654,70601,337734,120591,11783
None,None,None,2020-06-21,2278282,341311,71149,341665,121422,11918
None,None,None,2020-06-22,2305810,345986,71868,345794,122269,12097
None,None,None,2020-06-23,2334957,351918,72781,350165,123147,12314
None,None,None,2020-06-24,2366113,359373,73948,354839,124057,12591
None,None,None,2020-06-25,2399702,368676,75409,359874,125011,12937
None,None,None,2020-06-26,2436196,380148,77227,365351,126021,13362
None,None,None,2020-06-27,2476201,394233,79470,371353,127099,13886
None,None,None,2020-06-28,2520490,411498,82220,377992,128261,14528
None,None,None,2020-06-29,2570090,432720,85613,385435,129532,15313
None,None,None,2020-06-30,2626375,458956,89818,393877,130946,16287
None,None,None,2020-07-01,2691349,491785,95076,403624,132552,17502
None,None,None,2020-07-02,2767972,533614,101778,415117,134411,19053
None,None,None,2020-07-03,2860461,587871,110457,428990,136646,21063
None,None,None,2020-07-04,2975079,659692,121922,446184,139416,23726
None,None,None,2020-07-05,3120649,756331,137308,468018,142976,27308
None,None,None,2020-07-06,3308032,886436,157992,496128,147680,32139
None,None,None,2020-07-07,3548337,1058309,185300,532175,153968,38518
None,None,None,2020-07-08,3848006,1275052,219809,577123,162323,46554
None,None,None,2020-07-09,4207916,1534429,261283,631108,173065,56166
None,None,None,2020-07-10,4621477,1827250,308422,693147,186320,67003
None,None,None,2020-07-11,5078882,2141972,359551,761752,201959,78638
None,None,None,2020-07-12,5570657,2468342,413146,835521,219655,90668
None,None,None,2020-07-13,6089757,2799252,468123,913393,238961,102841
None,None,None,2020-07-14,6630588,3129349,523663,994514,259457,114956
None,None,None,2020-07-15,7188801,3454808,579142,1078247,280756,126869
None,None,None,2020-07-16,7761490,3773455,634192,1164147,302523,138495
None,None,None,2020-07-17,8345629,4083020,688420,1251765,324522,149763
None,None,None,2020-07-18,8938115,4381255,741435,1340641,346581,160582
None,None,None,2020-07-19,9535784,4665928,792851,1430288,368579,170871
None,None,None,2020-07-20,10135807,4935256,842324,1520292,390434,180569
None,None,None,2020-07-21,10735379,5187572,889548,1610232,412113,189620
None,None,None,2020-07-22,11331568,5421106,934187,1699652,433593,197953
None,None,None,2020-07-23,11922240,5635004,976052,1788257,454872,205542
None,None,None,2020-07-24,12505659,5828873,1015015,1875771,475945,212377
None,None,None,2020-07-25,13080090,6002247,1050944,1961935,496815,218438
None,None,None,2020-07-26,13645067,6155963,1083908,2046681,517500,223768
None,None,None,2020-07-27,14200398,6291040,1114002,2129981,538007,228399
None,None,None,2020-07-28,14745841,6408371,1141327,2211797,558339,232369
None,None,None,2020-07-29,15281940,6509623,1166075,2292214,578491,235747
None,None,None,2020-07-30,15809671,6596770,1188509,2371370,598477,238599
None,None,None,2020-07-31,16329665,6671248,1208821,2449372,618295,240988
None,None,None,2020-08-01,16842560,6734442,1227205,2526306,637951,242965
None,None,None,2020-08-02,17348903,6787535,1243807,2602255,657439,244581
None,None,None,2020-08-03,17849502,6831976,1258827,2677349,676754,245873
None,None,None,2020-08-04,18344994,6868908,1272436,2751670,695891,246904
None,None,None,2020-08-05,18835782,6899187,1284774,2825288,714848,247697
None,None,None,2020-08-06,19322105,6923471,1295909,2898238,733592,248276
None,None,None,2020-08-07,19803965,6942117,1305901,2970515,752124,248658
None,None,None,2020-08-08,20281395,6955506,1314810,3042130,770430,248853
None,None,None,2020-08-09,20754311,6963900,1322678,3113065,788495,248877
None,None,None,2020-08-10,21222597,6967517,1329529,3183310,806307,248735
None,None,None,2020-08-11,21686103,6966536,1335395,3252839,823839,248431
None,None,None,2020-08-12,22144648,6961064,1340298,3321621,841081,247975
None,None,None,2020-08-13,22598010,6951185,1344246,3389622,858008,247363
None,None,None,2020-08-14,23045927,6936926,1347244,3456808,874616,246606
